CountyId,population,unemp,health_ins,poverty,SNAP,no_comp,no_internet,home_broad,broad_num,broad_avail,broad_cost,population_bbn,price_bbn,wired_bbn,provide_bbn,all25_bbn,downave_bbn,access_bbn,slowfrac_bbn,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Diversity.Index,Mean
1005,24686,3.8,11.2,28.9,27.4,23.9,38.9,60.4,4,99.2,74.99,24729,35,6.778438271,12.95939989,7.70435521,47.47149743,79.68369121,0.134174451,26201,13976,12225,4.2,45.7,47.8,0.2,0.6,0,20269,33368,2551,17561,798,27.2,44.9,25,16.8,22.6,11.5,24.1,83.4,11.1,0.3,2.2,1.7,1.3,23.4,8878,74.1,19.1,6.5,0.3,12.4,0.556605,411
1015,113605,3.5,9.4,18.6,17.9,15.3,26.6,73,2,86.5,74.99,114816,35,5.110341764,10.40935061,7.027278428,66.40877099,96.20633884,0.205311106,115527,55593,59934,3.6,72.7,20.4,0.2,1,0,88383,43686,1491,23638,793,18.6,26.6,29,17.5,23.7,10.4,19.4,85,9.2,0.2,1.3,1.1,3.2,24.8,47392,74.9,19.9,5.1,0.1,10.1,0.420387,600
1017,33254,2.9,10.8,16.6,14.7,24.2,33,66.5,1,93,299.95,34422,35,4.931264889,10.12367091,5.270350357,65.96271512,88.67177968,0.045058393,33895,16320,17575,2.2,56.2,39.3,0.3,1,0,26259,37342,2011,22002,1205,18.8,29.1,24.3,13.5,23,11.6,27.6,87.1,9.7,0.2,0.6,0.5,2,23.6,14527,84.5,11.8,3.7,0,6.4,0.517068,854
1019,26196,2.9,8.3,15,15.9,19.9,31,68.6,2,25.6,187.47,25175,65,3.227090367,11.22709037,7.70959285,23.49120437,99.48250248,0.148480636,25855,12862,12993,1.6,91.8,5,0.5,0.1,0,20620,40041,2316,23010,1354,16.1,20,28.8,14.8,18.1,11.9,26.5,85,12.1,0.4,0.3,0.3,2,26.5,9879,74.8,17.1,8.1,0,5.3,0.154772,864
1021,44428,2.7,14.2,18.6,18.2,22,37.7,61.8,2,99.5,74.99,32192,35,4.940730616,11.30072689,6.940730616,36.72984189,82.46474279,0.260592694,43805,21554,22251,7.7,80.4,9.5,0.4,0.4,0,31776,43501,2877,23368,1925,19.4,27.8,25.3,14.5,23.7,15.5,21,83.2,12.6,0.1,0.6,1.8,1.7,32.5,17675,81.1,14,4.5,0.4,6.7,0.332047,0
1023,12589,4.7,11.4,22.2,24.7,25.9,40.9,58.3,2,49.4,115,12454,66.95,1.851292757,6.851292757,2.778304159,13.2511402,25.82174402,0.670949093,13188,6277,6911,0.5,56.3,42.1,0,0.1,0,10454,32122,2797,20994,1307,22.3,32.8,23.6,15.4,22,17.1,21.9,81.8,13.7,0,1.7,1.2,1.6,32.7,4301,79.9,14.8,4.9,0.4,9.8,0.50622,857
1025,23622,5.8,10.8,25.4,19.5,34.7,46.2,53.2,2,99,74.96,25939,55,5.472917229,10.23902232,5.861636917,20.72705154,74.10921778,0.616754694,24625,11649,12976,0.2,53,45.7,0.1,0.5,0.1,19087,33827,2336,20765,1203,25.3,30.7,21.6,14.3,24.8,13.7,25.6,83.7,11.9,0.2,0.7,2.7,0.9,23.9,7933,83.1,11.8,5.1,0,15.2,0.521338,585
1027,13235,3,10.2,18.4,15.7,21.1,31.5,68.2,1,86.6,115,13288,69.99,1.924443107,6.921809151,3.801475015,73.60014073,40.74360325,0.19589103,13407,6471,6936,3.1,80.2,14.7,0.9,0,0,10332,37287,6507,21330,1553,19.1,23.5,22.2,14.6,18.4,12.9,31.9,87.5,6,0,2.8,0.6,3,30.3,5509,77.8,14.5,7.7,0,6.4,0.337811,433
1033,55241,3.7,8.1,16.3,11.9,18.6,31.1,68.2,3,92.6,74.99,52812,35,5.386540938,11.13877528,7.386540938,48.46680963,93.40024994,0.164318715,54435,26143,28292,2.4,78.8,15.9,0.7,0.5,0,42195,45477,1959,23675,816,16.8,24.1,27.1,15.4,26,11.2,20.3,89.1,7.3,0.1,0.7,0.8,2,23.1,22180,78.1,16.1,5.5,0.3,6.9,0.351218,467
1041,13772,2.8,10,15.7,18.7,29.1,40.1,59.6,1,81.4,187.47,12580,69.95,6.500794913,10.85771065,5.435135135,51.23369157,71.31224165,0.224006359,13866,6786,7080,1.8,71.2,23.1,0.8,1.4,0,10551,38937,3177,21580,1212,17.6,22.5,26.4,13.1,24.1,13.2,23.3,81.2,12.2,0.1,1.7,0.8,4,28.6,5700,73,19.1,7.8,0.2,6.4,0.445408,450
1045,49172,3.1,11.4,18.4,19.2,15.6,26.3,72.9,1,98,74.99,40406,44.99,4.271618077,9.271618077,6.271618077,80.6960788,96.77280602,0.114760184,49393,24524,24869,6.1,69.5,19.2,0.5,0.9,0,37173,44711,2010,23194,868,19.6,27.2,28.2,15.3,26.6,13.7,16.1,87.1,6.7,0.1,2.1,1.8,2.2,20.7,17988,73.6,20.7,5.6,0.2,10.4,0.456053,581
1047,37196,5.5,12,31.1,31,28.2,35.9,63.4,1,97.7,299.95,40723,69.99,3.980355082,10.96071016,3.930948113,54.90860865,84.76264028,0.069051887,40755,18809,21946,1,27.7,70.2,0,0.4,0,30303,30065,1775,18248,759,31.9,49.5,26.7,18.2,20.9,8.8,25.3,86.6,8.9,0.2,1.7,1.4,1.2,22.1,14461,78.8,15.2,5.6,0.4,13.7,0.4342,353
1049,71513,2.8,14.5,22.1,19,21,32.4,67,1,2.3,187.47,61787,55,4.816967971,12.12810138,7.043730882,35.73900367,98.37522456,0.816838494,71194,35328,35866,14.3,80.8,1.4,1.2,0.3,0.1,49579,38842,2154,20020,899,21.5,31,23.7,15.2,20.8,12.4,28,86.5,9.8,0,0.9,0.6,2.1,23.2,28416,78,12.1,9.7,0.1,5.1,0.327182,0
1051,81209,2.6,8.2,12.3,12.7,13.4,20.1,79.6,3,87.2,139.99,85618,35,6.548856549,13.13056834,8.605526875,49.40089993,94.69534444,0.16995258,80989,39357,41632,2.9,73.4,21.2,0.3,0.6,0,61966,54981,2614,26251,957,13.5,20.4,34.8,13.2,26.3,11,14.7,86.2,10.2,0.1,0.6,0.6,2.2,28,33054,72.9,21.4,5.6,0.1,7.3,0.408283,585
1053,36633,3.5,15.5,24,16.9,34.6,42,57.3,1,90.1,187.47,34557,69.99,3.406545707,9.406545707,3.531151431,44.20906502,76.68848569,0,37621,19326,18295,2.2,60.2,32.2,3.6,0.4,0.1,29129,35026,2265,18164,902,23.8,33.3,24.6,21.2,24.6,11.3,18.3,91.3,7,0.1,0.3,0.5,0.8,22.6,12134,75.6,19.7,4.6,0.1,13.7,0.525935,556
1059,31362,2.8,12.8,20.2,17.7,28.4,40,59.7,6,81.6,63.33,31124,39.99,4.963018892,11.25064259,4.683973782,118.2970736,68.23056162,0.045559697,31507,15818,15689,16.3,77.7,4.7,0.2,0.4,0.1,21935,39501,2912,19314,1021,23,42,24.4,13.9,21.1,11.9,28.7,84.9,10.1,0.2,0.2,2.7,1.9,28.4,12534,78.5,15.6,6,0,8.2,0.354606,618
1061,26271,2.9,13.7,24,18.7,20.2,32.2,66.9,7,91.2,70,24153,69.99,2.715521881,7.715521881,4.715521881,42.78613216,60.37266592,0.024634621,26572,13008,13564,3.8,84,9.2,0.6,0.4,0,20489,39293,2810,21084,1064,22.5,37.6,22.9,17.3,21.5,19.1,19.3,83.5,10.3,0,0.6,2.4,3.1,27.2,10306,73.8,16.5,9.4,0.3,8.9,0.278204,628
1063,8111,5.6,11.4,38.7,41.8,44.8,53.7,46.2,5,69.2,67.5,8619,55,1.717484627,8.645898596,3.200023205,32.46641954,46.95219863,0.258730711,8533,4058,4475,1.2,17.1,80.3,0.6,0,0,6533,20954,3315,14197,1242,38.8,67.8,22.3,18,25.9,9.2,24.6,80,12.8,0,1.1,1.9,4.1,29.7,2411,73.4,22,4.6,0,14.8,0.323523,0
1065,14651,3.9,8.8,26,27.1,34.4,44.8,54.9,4,29.9,70,14893,55,4.826227087,13.49446048,6.154300678,16.10252535,74.05646948,0.585039952,14995,7049,7946,1.3,39.5,58.7,0.2,0.2,0,11484,34679,2808,20269,1272,26.1,37.7,27.6,18.3,22.9,11,20.1,90.4,5.9,0,0.3,1.4,1.9,29.9,5252,82.1,12.6,5.2,0,11.7,0.502985,730
1067,17205,3.6,11.4,13.5,17.3,19,26.6,72.2,9,69.4,70.59,14605,44.99,5,10.92885998,6.53557001,17.84702636,64.74899007,0.46442999,17110,8208,8902,2.5,68.7,27.8,0,0,0,13377,45569,3006,23983,1525,13.7,17.2,32.8,19,19.4,11,17.8,85.9,7.5,0,0.7,3.3,2.6,25.6,6949,80.5,14.7,4.8,0.1,6.7,0.458425,797
1069,105882,3,10.4,18.3,14.7,19.9,28.5,70.4,2,88.2,67.97,104259,44.99,5.884364899,10.8843649,7.123106878,62.66719286,86.13710087,0.228402344,104108,49905,54203,3.2,67.2,26.5,0.3,0.8,0,78486,42803,919,24781,391,18.5,29.5,31.1,18.6,25.7,10.2,14.3,89.2,6.9,0.1,0.7,0.8,2.3,21.3,44108,81.9,12.1,5.8,0.2,7.6,0.470455,736
1071,51626,3.3,9.6,20.2,12.7,21.7,32.4,67.1,7,79.2,65,53695,65,6.29196387,12.18148803,7.065108483,41.52650805,96.16552752,0.784318838,52326,25712,26614,2.9,89.3,3.2,1,0.5,0.1,40672,39281,1994,20946,910,19,27.4,26.1,12.9,21.5,11.3,28.1,87,8.4,0.1,1.3,0.9,2.3,25.7,20261,77.4,15.5,7,0.2,7.7,0.190698,678
1073,658573,2.9,9.5,17,14.7,13.8,23.3,76.4,6,92,65,658136,35,5.740670621,10.92416309,7.434973926,77.00229029,99.74321417,1,659460,312333,347127,3.7,50.4,42.4,0.2,1.5,0,491022,49321,913,29456,452,17.6,25.6,38.8,16.9,25.3,7.3,11.6,84.4,9.4,0.9,1.4,1,2.8,23.8,300739,81.8,13.5,4.5,0.2,7.7,0.554916,769
1075,13805,3.1,9.4,21.2,17.6,23.3,36.1,63,4,82.3,66.24,10177,49.95,2.897415741,7.794831483,4.439127444,44.18209394,49.48039697,0.102584259,14021,6875,7146,1.5,86,10.8,0.3,0,0,10888,36016,2778,21152,2374,23.1,37.3,28.8,14.5,18.9,13.4,24.4,84.4,13.8,0.6,0.2,0.1,1,28.1,5376,76.6,18.5,3.8,1,7.9,0.252158,468
1077,92729,3.3,9.1,15.2,12.8,19.2,30.9,68.7,3,47.8,66.19,91354,35,4.976673162,10.43076384,6.967160715,59.9649965,89.33088863,0.154092869,92590,44263,48327,2.5,84.9,9.8,0.4,0.7,0,72887,44888,1370,25803,908,16.3,21.9,31.2,18.6,24.4,10.6,15.2,88,7.7,0.2,1.7,0.7,1.8,24.1,39857,77.6,15.6,6.6,0.1,6.6,0.266234,487
1079,32924,3.1,8.2,16.8,15.4,24,39.8,59.2,7,67,67.5,33426,35,3.54305032,9.981152396,5.238347394,43.77729462,74.1512595,0.336743852,33288,16164,17124,2.1,76.6,11.4,5.2,0.1,0,25915,43779,3181,22419,1154,16.6,19,23.6,15.4,18.4,15,27.5,86.6,9.3,0.1,0.9,0.5,2.5,28,12476,80.6,14.2,4.8,0.4,7.2,0.396034,305
1081,164542,2.7,7.9,21.4,11.7,9.7,19.3,80.3,2,28.5,72.45,139861,35,7.323750009,13.79421712,8.995788676,57.60829724,96.0494634,0.445978507,156597,77172,79425,3.7,67.6,22.9,0.1,3.8,0,117422,47564,1712,26170,938,22,24,41,16.6,22.7,7.1,12.6,84.7,8.1,0.8,1.9,1,3.5,22.2,71677,77.1,18.3,4.4,0.2,5.7,0.475562,375
1083,98915,2.6,9.6,13.7,11.4,14.2,22.8,76.6,5,64.4,68.65,79488,35,7.489533011,13.98350694,9.247961957,57.49215731,95.4507976,0.310424215,91695,45889,45806,5.8,77.2,13.1,0.7,1.2,0,68544,52831,2263,26685,1095,14.8,20,36.1,15.5,21.5,11.3,15.7,88.3,7.5,0.1,0.5,0.8,2.8,25.7,38944,77.3,16.3,6.2,0.2,7.1,0.374819,581
1085,9726,5.7,9.2,27.9,32.3,33.8,50,49.4,3,43.4,61.66,7480,69.99,4.469652406,10.62540107,3.469652406,7.649971925,23.26483957,1,10362,4896,5466,0.7,24.3,74.4,0.1,0,0,7973,29785,4076,18976,2109,30.2,48.4,23,17.4,21.6,11.5,26.5,84.4,11.1,0.4,0.3,1.9,1.8,30.3,3533,79.3,16.4,3.4,0.9,11.2,0.401937,456
1087,18068,4.3,8.1,25.8,24.2,26.5,43.5,55.8,4,14.5,57.5,20764,55,4.528655365,10.29907532,4.409266037,60.71685224,72.93397226,0.01218455,19358,8933,10425,1.6,15.5,81.5,0.2,0.2,0,15760,32308,2946,19564,1121,25.9,39.3,29.4,24,19.5,7.6,19.6,79.3,10.6,1,6.2,1.4,1.6,22.5,7348,77.7,17.3,4.8,0.2,14.5,0.309447,781
1089,372909,2.5,8.9,13.2,10.6,9.1,15.8,83.9,8,90.2,69.99,337795,35,8.467872526,14.82076111,10.44789591,100.0476418,98.4210986,0.561136192,353213,172568,180645,4.7,65.1,24,0.6,2.5,0.1,265022,61318,1430,34232,709,13.6,20,46.3,15.2,21.6,6.4,10.5,87.7,6.3,0.2,0.8,1.5,3.4,21.3,169756,76.3,19,4.5,0.2,6.5,0.504851,974
1091,18863,3.5,9.6,21.8,21,32.6,45.8,53.1,7,80.3,67.35,18905,55,4.876963766,12.95022481,3.727056334,16.49774293,49.02539011,0.827558847,19743,9235,10508,0.4,45.1,54.1,0.1,0,0,15131,32255,3045,22996,3092,25.6,36.5,29.6,17.6,20.5,11.4,20.9,88,5.7,0,1.2,2.3,2.8,25.5,6645,77.6,17.1,4.5,0.8,12.8,0.52855,0
1093,29709,3.4,10.5,17.5,14.8,22.4,34.8,64.6,3,44.9,60,28335,49.95,4.11148756,9.712969825,4.566543145,30.81644609,81.60077642,0.453502735,30058,14880,15178,2.5,91.9,3.2,0.4,0.3,0,23525,35719,2063,21835,1411,17.6,24.1,25.6,16.4,23.7,11.6,22.8,85.3,10.1,0,0.5,1.6,2.4,23.2,11899,77.6,15.8,6.2,0.4,5.5,0.15474,345
1095,96774,2.5,13.1,21.7,15.6,17.5,25.4,74.5,7,81.2,67.5,99356,35,6.888149684,13.65389106,8.189490318,57.11007297,93.19910222,0.167971738,94738,46771,47967,13.3,81.8,2.2,0.5,0.6,0.1,65777,41104,1311,22710,717,21,34.1,28.3,15.6,22.1,13.1,20.9,84.8,10.8,0.3,1.3,0.4,2.4,23.9,38456,79.2,13.5,7.2,0.2,6.5,0.300119,625
1097,413210,3.7,11.6,19.3,17,17.5,27.1,72.2,5,85.4,69.99,411185,35,6.357955665,11.9286866,8.517368095,63.93724985,96.7425052,0.849568929,414328,197968,216360,2.8,57.5,35.2,0.6,1.9,0,309967,45802,1034,24347,428,19.3,29.3,32.3,17.7,25.5,9.9,14.7,86.1,7.4,0.5,1.1,0.8,4.1,24.8,173195,82,13.1,4.6,0.2,7.5,0.535304,659
1099,20733,4.9,13.4,30.9,15.9,49.6,57,41.6,6,72.3,67.46,17596,69.99,1.902818822,6.189815867,2.902818822,21.09976586,77.07433508,0.38974767,21745,10355,11390,1.3,54.5,40.8,1.3,0.5,0,16664,26036,3726,17264,1295,33.7,43.5,28.7,18.5,20.1,14.2,18.5,91.1,3.6,0.3,1.2,1.1,2.7,24.7,6154,75.9,18.9,5.2,0,21.6,0.530753,857
1101,226486,3.1,10.5,20.7,19.1,14.1,22.4,77.4,3,77.5,63.33,227274,35,6.804971092,13.20991402,9.518035499,83.83540537,98.30584229,0.259268548,227120,107470,119650,3.4,35.2,57.1,0.1,2.4,0,167305,46545,1309,26712,610,20.8,32.1,36.8,18.7,24.5,5.6,14.4,84.8,9,0.7,1.4,0.7,3.4,20.3,100874,73.7,21.8,4.4,0.1,7.6,0.544959,0
1103,119679,2.6,10.2,15.3,13.5,16.1,26.5,72.8,5,94.3,74.99,117659,35,6.323103205,13.64255178,7.435138833,89.64562362,93.56545611,0.241485989,119157,58761,60396,8,76.4,12.3,0.5,0.7,0,88176,47529,1678,25013,822,16.6,24.6,30.3,16.2,23.5,10.9,19,89.7,7.1,0.1,0.8,0.8,1.5,24.1,50611,81.9,12.8,5,0.3,6.5,0.386647,648
1105,8923,5.2,12.7,41.8,38.8,44.1,52.9,46.2,3,78.3,65,9530,55,2.353095488,11.70619098,2.646904512,21.60396118,0,0,9680,4630,5050,0.7,29.4,69.6,0.1,0.2,0,7492,22973,3833,13449,1725,41.9,60.8,23.4,21.9,27.3,5.1,22.3,84.7,8.8,0,2,4.3,0.2,26.1,2478,77,19.3,3.8,0,11.8,0.45099,474
1107,19930,3.5,8.5,23.5,16.1,27.1,36.7,62.8,6,90,69.79,14715,55,3.737071016,9.149915053,5.487801563,25.10275841,46.32409106,0,20170,9601,10569,4.1,54.1,40.5,0.1,0.1,0,15585,36220,2410,20089,1105,22.9,34.8,22.6,17.4,22.4,12.7,24.9,82.6,10.6,0.9,1.6,0.3,4,29.5,6903,77,18.1,4.6,0.3,12.2,0.520742,546
1109,33114,3.3,9.6,26.6,16.5,30.7,39.1,59.2,9,92.8,60,34385,55,6.792816635,11.79281664,5.809568126,68.64976094,57.06118947,0.148378653,33287,15897,17390,0.8,56.4,37.9,0.6,2.2,0,25869,35684,2430,20808,1650,26.3,34.4,31.5,16.2,24.4,8.9,18.9,84.6,7.9,0,2.2,0.8,4.6,20.4,14352,76.1,18.2,5.6,0.2,8.7,0.536147,481
1111,22722,3,10.5,17.7,15,20.4,29.1,68.9,2,75.1,70,22089,69.99,4.348635067,9.465978541,5.328987279,21.5687161,59.4457875,0.493005568,22530,10998,11532,3,75.3,19.4,0.2,0.2,0.2,17343,39485,3413,20983,1532,18.7,29.7,23.4,13.4,21.1,12.8,29.3,85.5,9.1,0.1,0.4,1,4,26.3,8565,79.4,12.1,8.3,0.1,5.8,0.39737,565
1113,57961,2.9,13.4,20.1,19.2,17.5,33.4,66.2,6,94.5,69.81,50579,35,6.899068783,13.26979577,8.518752842,56.54427529,94.23140038,0.116629431,58480,28424,30056,5.2,47.8,42.4,0.4,0.7,0.2,42923,38988,2253,21279,873,20.9,29.2,28.7,20.2,25.2,9.4,16.4,86,8.5,0.3,1.4,1.1,2.8,24.1,22959,76.1,20,3.8,0.1,9.7,0.565034,528
1115,89512,2.7,8.8,13.2,10.9,14.6,23.9,75.2,3,27.2,58.63,75927,50,6.772781751,12.09627669,6.961963465,35.60451868,86.70267494,0.807894425,86937,43469,43468,2.3,86.2,9.3,0.2,0.8,0,66069,53483,2225,24686,787,13.7,17,28.9,15.7,25.7,12.4,17.2,86.5,8.6,0.1,0.6,1.3,2.9,29.7,38522,83.2,11.1,5.5,0.2,5.8,0.247528,857
1117,217702,2.2,6.8,8.4,5.4,6.7,13.4,86.4,5,65.1,62.31,203220,35,6.088519831,11.377143,7.942928846,87.9222483,98.99448873,0.247180396,208721,101420,107301,5.8,78.5,11.7,0.2,1.9,0,151940,74063,1255,35330,712,8.3,10.1,44.3,13.7,26.8,7.4,7.7,86.2,7.3,0.1,0.7,0.8,4.9,28,104093,82.2,12.7,4.9,0.3,4.3,0.360905,445
1119,12427,4.5,15.5,31.3,29.6,29.2,41.7,57.9,3,56.5,74.99,10513,55,3,11,3.296299819,27.31656425,55.56653667,0.479882051,13084,6033,7051,0.3,24.6,70.7,0.5,3,0,10220,21663,1677,14739,1110,36,47.4,25.5,26.9,22.6,4.9,20.1,87.4,7.3,0.3,3.1,0.1,1.8,26.1,4353,73.4,23.6,3,0,13.4,0.397632,891
1121,79978,3.4,9.3,19.9,17.4,19,29.8,69.8,2,0.2,60,78498,35,7.152730006,14.31223725,7.76363729,52.54611506,83.65906138,0.227508981,80888,39140,41748,2.2,63.1,32.1,0.3,0.6,0,62314,39219,2277,21382,723,19.3,28.8,28.6,16.3,22.2,10.4,22.5,83.7,10.3,0.5,1.6,1.2,2.6,24.8,30937,79,15.9,4.9,0.3,10,0.487915,783
1125,209355,2.7,7.5,17.4,10,13.5,21.8,78,4,60.1,69.99,195466,35,6.153407754,11.17263872,8.150368862,68.66183884,96.94321775,0.49459241,204424,98725,105699,3.5,62.4,31.2,0.1,1.5,0,156404,50513,1043,24895,499,17.3,21.4,35.8,17.5,20.9,8.7,17.2,85.6,8.5,0.5,1.5,1,3.1,22.3,90941,77.4,18.5,4,0.1,6.7,0.498631,866
1127,63521,3.3,11,19.7,16.2,20,31.4,68,7,87.4,74.99,66055,35,4.360305806,11.27813186,5.8159564,57.79781379,86.47359019,0.365286504,64927,31709,33218,2.4,89.4,6,0.1,0.5,0,49884,38872,1774,21217,778,21.5,31.4,26.3,17.7,23.4,14.3,18.3,85.8,10.5,0.3,1.1,0.9,1.4,29.2,24280,79.9,14.3,5.7,0.1,10,0.192607,381
1129,16326,4.6,9.6,21,16.3,24,40.6,58.3,10,93.6,70.5,15455,55,2.434228405,6.914914267,3.781041734,9.971181495,39.37813005,1,16746,8342,8404,0.5,65.1,24.6,7.5,0.9,0,12796,42185,3300,23239,4545,22,34.3,20.6,15.7,21.9,19.3,22.4,83.2,13.5,0,0.2,1.3,1.8,35.2,5710,79,15.6,5.2,0.3,11,0.50599,558
1131,10373,7.1,11.6,31.1,24.5,37.6,49.2,49.2,9,99,67.5,10379,69.99,3.316408132,8.358416032,3.195683592,42.332322,47.68416996,0.536178823,10919,5096,5823,0.5,26.9,72.1,0.1,0,0,8218,27012,3249,15774,1135,31.9,41.9,24.4,21,19,7.1,28.6,88.8,7.5,0,1,0.2,2.4,25,2901,76.4,18.9,4.7,0,17.2,0.417309,0
1133,23629,3.3,12.3,16.2,14.2,24.3,36.7,62.2,5,37.6,58.31,25195,49.95,3.01246279,8.730859297,4.835800754,16.77618575,69.44234967,0.464774757,23968,11850,12118,3,94.1,0.5,0.3,0.3,0,18713,35362,2755,20580,1442,18.7,29.2,23.3,15.1,22.1,12.2,27.2,82.6,12.5,0,0.7,1.8,2.3,27.8,8902,75.8,14.5,9.6,0.1,9.4,0.107808,519
4003,125922,5.7,8.2,17.2,16.2,13.2,21.2,78.2,3,26,63.33,132503,55,2.632612092,10.2255647,4.13801197,61.65426836,70.31461929,0.479777816,126516,64094,62422,35,55.7,3.6,0.9,1.8,0.4,92064,47847,1539,24896,602,18.1,25.9,34.4,24.3,24.1,10.1,7.2,79.1,10.3,0.7,2.8,2.7,4.4,20.5,43404,63.6,29.9,6.1,0.4,7.6,0.558496,704
4005,143476,5.5,12.3,18.9,11.6,11,22.2,77.4,6,79.6,55,119948,40,3.27197619,12.26850802,5.760521226,64.28419699,75.07626638,0.348767799,138639,68264,70375,13.9,54.3,1.2,25.8,1.8,0.1,105097,53523,2500,25722,1041,21,23.2,36.5,22.7,22.5,8.4,9.9,70,11.4,1.5,8.6,3.8,4.8,18.4,65283,71.5,23.5,4.7,0.2,8.3,0.601825,1088
4007,54018,5.5,11.3,22.5,17.1,19.5,37.9,61.5,9,93.1,72.85,50343,40,2.827721828,8.93335717,3.415171921,46.30290626,77.95240649,0.300359534,53145,26284,26861,18.6,62.8,0.4,15.6,0.9,0,41292,41179,1678,22433,944,21.9,36.4,31.6,22.8,21.4,15.3,8.9,78.2,12.8,0.1,2.8,1.1,5,18.7,18216,71,23.1,5.7,0.2,11.7,0.532117,497
4009,38837,4.8,8.5,21.3,17.1,13.2,27.9,71.9,4,78.4,63.65,30125,55,3.038904564,10.99843983,5.912033195,97.68986822,92.66725311,0.140414938,37700,20233,17467,32.5,51.2,1.8,12.6,0.7,0.2,26382,48173,2637,17874,895,21.4,28.7,28.3,21.1,23.7,15.7,11.3,76.8,15.1,1.1,2.1,1.7,3.3,20.9,12412,72.7,23.3,3.9,0.2,12.2,0.607962,465
4013,4485414,4,11.1,14.7,10.1,8.5,15.6,84.1,3,71,70.24,3827796,24.99,3.819778797,11.87899434,5.923221614,96.14719808,94.38868921,1,4155501,2055464,2100037,30.6,56.3,5.1,1.5,3.9,0.2,2778337,58580,350,30186,163,15.7,22.5,37.4,18.1,26.7,8.4,9.5,76.4,10.9,2.2,1.5,2.5,6.4,25.8,1929015,82.8,11.1,5.9,0.1,6,0.571908,1351
4017,110924,7.3,13.5,28.5,23.2,25.2,38.7,60.7,2,77.3,48.31,104468,55,2.109985833,8.311071333,2.622496841,51.98399902,47.29160126,0.612331049,107902,54037,53865,11.2,41.6,0.7,43.2,0.6,0.1,76593,38798,1774,17685,626,29.1,38.6,29.3,24.7,22.8,11.7,11.5,73.1,11.9,1.1,4.9,2.4,6.6,21.6,33186,62.1,31.9,5.8,0.2,16.3,0.605139,719
4019,1047279,4.4,9.9,17.8,13.6,9,16.4,83.1,3,67.5,52.5,972195,55,3.719644721,13.13528459,7.831848549,81.50699295,99.3605573,0.95571156,1007257,495714,511543,36.6,52.6,3.2,2.4,2.6,0.1,726019,48676,534,27323,309,18.3,25.8,36.4,21.5,24.9,8.7,8.5,76.5,10,2.7,2.3,3.6,4.8,24.5,433478,75.7,17.6,6.5,0.2,8.4,0.576978,1361
4021,462789,4.9,8.8,14.2,11.8,11.1,19.2,80.5,4,53.7,54.99,362307,59.95,4.215068988,14.72628185,7.022812146,53.97958601,90.4674544,0.661425255,405537,211665,193872,29.6,57.4,4.3,4.3,1.6,0.3,286075,52628,891,22944,448,15.5,22,29.4,22.8,25.5,10.5,11.8,78.8,11.7,0.2,1.7,2,5.5,31,144930,77.2,16.9,5.7,0.2,7.8,0.569087,839
4023,46498,8.5,11.6,24,27.3,18.7,30.3,69.2,3,84.1,77.98,46580,69.95,1.932696436,11.51361099,6.399484757,33.40857342,97.13246028,0.09544869,46358,22229,24129,83.4,15,0.3,0.2,0.8,0,27410,39630,2778,19482,1456,21.8,29.4,25.6,20.8,29.7,10.9,13,83.9,7.8,0.3,1.6,1.7,4.7,23.5,17421,70.8,20,8.9,0.2,8.7,0.293747,1922
4025,235099,4.4,10.4,14,9.3,10.3,19.3,80.1,4,70.2,62.98,212817,40,4.196967348,13.07988084,8.085265745,60.15104827,99.56584295,0.659881494,220972,108100,112872,14.3,80.9,0.5,1.5,0.9,0,176240,48259,1287,27504,633,14.7,20.1,31.9,22.7,24.5,11.1,9.8,75.2,11.8,0.3,3.1,2.2,7.3,23.2,83535,76.4,14.2,9.3,0.1,7.3,0.318384,928
4027,213787,16.4,13.3,20.1,19,16.4,23.3,76.3,3,45.4,47.5,193161,65,3.668903143,9.668903143,4.628812234,88.27641372,92.97053235,0.133324015,204281,104914,99367,62.9,31.8,1.8,0.9,1.1,0.1,121564,43253,1376,20600,428,19.7,28.2,24.9,23,22.8,17.4,12,80.7,10.4,1.7,2.4,1.8,3,19.6,74891,74.4,20.8,4.6,0.2,10.9,0.512612,635
5001,17486,3,6.8,20,17.4,21,36.9,62.8,5,88.6,63.71,19024,40,3.23559714,8.484020185,4.904436501,7.742377523,9.703164424,1,18352,8785,9567,3,70.2,26,0,0,0,13982,38532,2759,23766,1718,20.7,28.6,27.7,15.5,23.6,8.5,24.7,80.8,11.5,0,3.1,1.5,3.1,14.6,7920,75.7,15.5,8,0.9,8.5,0.444622,550
5005,41932,4,5.6,14,9.9,16.4,27.8,70.8,2,79.9,65.82,33869,40,5.850748472,10.90049898,7.850748472,60.49212938,80.92547758,0.156751011,41093,19857,21236,2.1,95.1,0.2,0.5,0.4,0,33597,40072,1602,24737,1307,12.6,17.6,30.1,19,22.9,10.5,17.6,84.1,9.2,0.4,2.4,0.7,3.3,16.4,15926,79.5,11.7,8.6,0.2,5.8,0.091101,590
